amount,user_id,date,transaction_type,category,amount.1,payment_mode,location,notes,month,weekday,year,description,transaction_id
T5408,U062,16-04-2022,Expense,Travel,146.0,CASH,KOL,Books,4,Saturday,2022.0,,
T3204,U044,25-01-2024,Expense,Fod,3890.0,Bank Transfr,KOLKATA,xyz123,1,Thursday,2024.0,,
T11638,U120,27-04-2021,Expense,Entertainment,6460.0,bank transfer,JAIPUR,,4,Tuesday,2021.0,,
T5055,U125,23-11-2023,Expense,RENT,8603.0,,Ahmedabad,Restaurant dinner,11,Thursday,2023.0,,
T7608,U074,19-01-2022,Expense,Utilities,999999999.0,CRD,ahmedabad,Gym membership,1,Wednesday,2022.0,,
T6054,U100,30-06-2024,Expense,Foods,2445.0,UPi,KOL,,6,Sunday,2024.0,,
T5465,U042,03-03-2021,Expense,Entrtnmnt,2717.0,UPi,Lucknow,xyz123,3,Wednesday,2021.0,,
T9881,U066,12-03-2021,Expense,Traval,6441.0,upi,,Restaurant dinner,3,Friday,2021.0,,
T11805,U136,08-09-2021,Expense,SAVINGS,5331.0,Bank Transfr,pune,asdfgh,9,Wednesday,2021.0,,
T1666,U080,19-08-2022,Expense,Food,3346.0,Cash,BAN,Train ticket,8,Friday,2022.0,,
T4912,U128,07-04-2022,Expense,FOOD,4096.0,cash,Ahmedabad,test,4,Thursday,2022.0,,
T1108,U026,08-01-2022,Expense,rent,4670.0,Cash,MUM,EMI payment,1,Saturday,2022.0,,
T13447,U006,14-05-2024,Expense,education,2104.0,,PUN,Gym membership,5,Tuesday,2024.0,,
T12110,U002,21-05-2022,Expense,savings,8005.0,,KOLKATA,Coffee,5,Saturday,2022.0,,
T5341,U057,07-04-2023,Expense,TRAVEL,8784.0,Bank_Transfer,,Fixed deposit,4,Friday,2023.0,,
T3887,U090,17-02-2021,Income,Bonus,72923.0,BankTransfer,lucknow,Electricity bill,2,Wednesday,2021.0,,
T4775,U134,10-02-2024,Expense,food,4592.0,card,Kolkata,ATM withdrawal,2,Saturday,2024.0,,
T2037,U073,26-06-2024,Expense,health,2126.0,BankTransfer,MUM,...,6,Wednesday,2024.0,,
T1464,U023,18-01-2024,Expense,Fod,9650.0,,LUCKNOW,,1,Thursday,2024.0,,
T5873,U017,06-02-2024,Expense,travel,5566.0,Csh,LUC,test,2,Tuesday,2024.0,,
T10884,U066,22-03-2022,Expense,uncategorized,630.0,CARD,chennai,Gym membership,3,Tuesday,2022.0,,
T0408,U147,19-12-2024,Expense,Rent,45547.0,CARD,mumbai,Restaurant dinner,12,Thursday,2024.0,,
T8109,U145,29-11-2022,Expense,RENT,8193.0,CASH,LUC,,11,Tuesday,2022.0,,
T13571,U120,28-01-2021,Expense,Fod,3006.0,card,PUNE,xyz123,1,Thursday,2021.0,,
T2657,U034,27-06-2021,Expense,rent,6714.0,BankTransfer,chennai,Online course,6,Sunday,2021.0,,
T6823,U028,19-03-2024,Expense,uncategorized,8664.0,UPI,chennai,test,3,Tuesday,2024.0,,
T8850,U140,03-08-2023,Expense,Utilties,3794.0,CARD,Hyderabad,Monthly rent payment,8,Thursday,2023.0,,
T7551,U094,27-08-2021,Expense,entertainment,1358.0,csh,DELHI,Petrol,8,Friday,2021.0,,
T8872,U032,31-07-2021,Expense,Rent,36727.0,CARD,delhi,Gym membership,7,Saturday,2021.0,,
T3315,U138,06-09-2023,Expense,Utlities,5585.0,CASH,HYD,EMI payment,9,Wednesday,2023.0,,
T2519,U136,03-12-2021,Expense,RENT,8689.0,CRD,LUC,test,12,Friday,2021.0,,
T9367,U118,01-02-2021,Income,Investment,51266.0,CRD,mumbai,Shopping,2,Monday,2021.0,,
T1838,U008,07-02-2022,Income,Salary,47094.0,cash,kolkata,Restaurant dinner,2,Monday,2022.0,,
T13786,U090,29-05-2023,Expense,uncategorized,8500.0,Card,,Online course,5,Monday,2023.0,,
T10585,U126,17-02-2022,Expense,health,126.0,CASH,,Doctor consultation,2,Thursday,2022.0,,
T4850,U016,09-02-2021,Expense,uncategorized,4687.0,CASH,HYD,Gym membership,2,Tuesday,2021.0,,
T9806,U004,10-05-2023,Expense,Rnt,1034.0,bank transfer,CHENNAI,Coffee,5,Wednesday,2023.0,,
T2927,U045,04-01-2024,Expense,savings,7012.0,,BAN,Petrol,1,Thursday,2024.0,,
T6471,U007,16-09-2024,Income,Others,59046.0,Bank_Transfer,BANGALORE,Internet bill,9,Monday,2024.0,,
T0938,U141,09-02-2024,Expense,Utility,6463.0,Bank_Transfer,Lucknow,Restaurant dinner,2,Friday,2024.0,,
T7808,U005,12-08-2023,Expense,travel,9875.0,upi,LUCKNOW,Restaurant dinner,8,Saturday,2023.0,,
T7665,U089,11-01-2024,Expense,Rnt,5391.0,Card,MUMBAI,,1,Thursday,2024.0,,
T7796,U027,10-05-2023,Expense,Entertain,5174.0,,,,5,Wednesday,2023.0,,
T4203,U141,28-09-2022,Expense,Entrtnmnt,6631.0,Upi,Ahmedabad,Gym membership,9,Wednesday,2022.0,,
T12857,U021,05-07-2022,Expense,Utilties,2478.0,Bank Transfr,mumbai,Books,7,Tuesday,2022.0,,
T5188,U092,27-09-2022,Expense,Education,1013.0,Crd,KOLKATA,Uber ride,9,Tuesday,2022.0,,
T3967,U134,13-04-2023,Expense,entertainment,6150.0,BankTransfer,PUNE,,4,Thursday,2023.0,,
T11679,U149,24-01-2023,Expense,EDU,3622.0,csh,JAIPUR,Coffee,1,Tuesday,2023.0,,
T13941,U026,26-03-2023,Expense,food,6497.0,cash,DELHI,...,3,Sunday,2023.0,,
T11788,U023,28-05-2022,Income,Others,47491.0,CRD,AHM,,5,Saturday,2022.0,,
T1999,U121,31-07-2023,Expense,Rent,20997.0,Crd,chennai,,7,Monday,2023.0,,
T3552,U095,21-01-2024,Income,Bonus,34145.0,Bank Transfer,HYDERABAD,!!!,1,Sunday,2024.0,,
T13157,U043,17-04-2022,Income,Salary,65727.0,CASH,Chennai,Books,4,Sunday,2022.0,,
T4989,U096,08-04-2023,Expense,Traval,1587.0,Bank Transfer,HYD,Movie tickets,4,Saturday,2023.0,,
T0483,U044,09-03-2023,Expense,Entertain,2190.0,card,kolkata,Electricity bill,3,Thursday,2023.0,,
T10798,U081,08-06-2022,Expense,Food,4765.0,card,Bangalore,Shopping,6,Wednesday,2022.0,,
T7456,U047,26-10-2024,Expense,Education,2641.0,CASH,Chennai,Online course,10,Saturday,2024.0,,
T12334,U148,22-06-2024,Expense,Education,5353.0,CRD,PUN,Fixed deposit,6,Saturday,2024.0,,
T5792,U055,30-10-2023,Expense,Rnt,9088.0,Bank_Transfer,DELHI,Petrol,10,Monday,2023.0,,
T11299,U080,28-09-2024,Expense,OTHERS,999999999.0,Bank Transfer,KOL,!!!,9,Saturday,2024.0,,
T4678,U063,02-10-2021,Expense,food,4283.0,Bank Transfer,Mumbai,Books,10,Saturday,2021.0,,
T12648,U075,27-11-2023,Expense,Fod,5756.0,Crd,CHE,Medicine,11,Monday,2023.0,,
T5958,U032,17-02-2024,Expense,Entertainment,4156.0,BankTransfer,hyderabad,,2,Saturday,2024.0,,
T2529,U144,23-06-2022,Expense,Traval,4502.0,bank transfer,Bangalore,xyz123,6,Thursday,2022.0,,
T4284,U058,07-04-2022,Income,Others,15675.0,UPi,PUNE,Grocery shopping,4,Thursday,2022.0,,
T5324,U112,17-11-2022,Expense,Entertain,2512.0,,jaipur,Monthly rent payment,11,Thursday,2022.0,,
T2562,U068,22-10-2021,Expense,Fod,999999.0,,HYD,,10,Friday,2021.0,,
T3333,U045,31-12-2024,Income,Others,21061.0,upi,delhi,Grocery shopping,12,Tuesday,2024.0,,
T7249,U080,17-05-2023,Expense,Fod,7894.0,Upi,PUN,,5,Wednesday,2023.0,,
T11522,U065,28-03-2024,Expense,rent,9679.0,CASH,BAN,Internet bill,3,Thursday,2024.0,,
T6208,U133,04-03-2024,Expense,HEALTH,4062.0,,ahmedabad,,3,Monday,2024.0,,
T7489,U033,07-12-2023,Expense,Entertain,6317.0,Upi,Hyderabad,Train ticket,12,Thursday,2023.0,,
T10881,U056,09-08-2023,Expense,RENT,3958.0,Csh,HYDERABAD,,8,Wednesday,2023.0,,
T5529,U057,09-09-2023,Expense,Foodd,-1000.0,UPI,CHE,Coffee,9,Saturday,2023.0,,
T11086,U068,21-09-2024,Expense,Entertain,9794.0,Crd,JAIPUR,asdfgh,9,Saturday,2024.0,,
T13167,U035,02-12-2023,Expense,Traval,3965.0,CARD,PUNE,misc,12,Saturday,2023.0,,
T5730,U043,26-05-2021,Expense,Fod,3422.0,CRD,JAI,Movie tickets,5,Wednesday,2021.0,,
T6102,U040,15-08-2023,Expense,Utility,-1000.0,CARD,kolkata,!!!,8,Tuesday,2023.0,,
T7703,U030,28-03-2023,Expense,Food,2753.0,BankTransfer,delhi,,3,Tuesday,2023.0,,
T3011,U140,18-03-2023,Income,Freelance,77128.0,Csh,DEL,xyz123,3,Saturday,2023.0,,
T11133,U057,30-04-2022,Expense,Misc,1676.0,UPi,MUMBAI,,4,Saturday,2022.0,,
T10456,U080,18-12-2023,Expense,Travl,3045.0,csh,DEL,,12,Monday,2023.0,,
T12777,U023,25-08-2021,Expense,Education,990.0,BankTransfer,pune,Internet bill,8,Wednesday,2021.0,,
T8193,U048,25-04-2021,Expense,Rent,12794.0,,KOL,Petrol,4,Sunday,2021.0,,
T2331,U052,29-09-2021,Expense,FOOD,7008.0,cash,,,9,Wednesday,2021.0,,
T4047,U141,07-12-2024,Expense,Fod,-500.0,,PUN,,12,Saturday,2024.0,,
T2394,U131,13-04-2024,Expense,Educaton,4796.0,Csh,Pune,Books,4,Saturday,2024.0,,
T11258,U103,20-03-2022,Expense,Rnt,9454.0,UPi,MUMBAI,,3,Sunday,2022.0,,
T8365,U068,20-09-2022,Expense,Utilities,6901.0,upi,hyderabad,Grocery shopping,9,Tuesday,2022.0,,
T13162,U057,24-02-2022,Expense,Traval,652.0,Bank Transfer,Kolkata,,2,Thursday,2022.0,,
T6571,U132,03-09-2021,Expense,education,268.0,upi,AHMEDABAD,,9,Friday,2021.0,,
T12842,U005,06-01-2021,Expense,Rnt,7762.0,cash,BAN,Medicine,1,Wednesday,2021.0,,
T3061,U140,18-04-2021,Income,Freelance,73105.0,card,KOLKATA,Monthly rent payment,4,Sunday,2021.0,,
T4447,U026,25-04-2024,Expense,Foodd,3646.0,cash,CHE,xyz123,4,Thursday,2024.0,,
T0300,U055,31-08-2023,Expense,RENT,2627.0,Cash,bangalore,,8,Thursday,2023.0,,
T13915,U022,01-07-2021,Income,Bonus,32634.0,,,Grocery shopping,7,Thursday,2021.0,,
T3379,U094,22-04-2023,Expense,Rent,30379.0,Bank_Transfer,,Coffee,4,Saturday,2023.0,,
T8093,U117,18-02-2022,Expense,Food,999999999.0,Upi,BANGALORE,test,2,Friday,2022.0,,
T11809,U037,04-12-2023,Income,Salary,34321.0,,Jaipur,Lunch,12,Monday,2023.0,,
T10011,U137,04-09-2024,Expense,Foodd,1771.0,CARD,delhi,test,9,Wednesday,2024.0,,
T10977,U075,17-06-2024,Income,Others,67153.0,Bank Transfer,PUN,EMI payment,6,Monday,2024.0,,
T9774,U100,26-07-2021,Expense,Rent,6837.0,csh,AHMEDABAD,,7,Monday,2021.0,,
T8032,U064,17-12-2024,Expense,travel,4856.0,csh,bangalore,,12,Tuesday,2024.0,,
T6039,U015,05-06-2024,Expense,utilities,5394.0,csh,jaipur,Electricity bill,6,Wednesday,2024.0,,
T13738,U107,07-03-2023,Expense,Traval,9050.0,Cash,KOL,...,3,Tuesday,2023.0,,
T7617,U033,05-12-2024,Expense,Rent,29543.0,Bank Transfer,Jaipur,Petrol,12,Thursday,2024.0,,
T2628,U011,07-10-2023,Expense,Fod,4311.0,Upi,HYDERABAD,,10,Saturday,2023.0,,
T2050,U055,24-09-2021,Expense,EDU,3488.0,Bank_Transfer,Mumbai,,9,Friday,2021.0,,
T11356,U039,08-01-2022,Expense,Utility,9948.0,Csh,kolkata,EMI payment,1,Saturday,2022.0,,
T9275,U067,01-12-2023,Expense,Rent,16368.0,UPi,Chennai,Gym membership,12,Friday,2023.0,,
T4917,U044,03-02-2022,Expense,Travl,5889.0,Bank Transfr,Hyderabad,,2,Thursday,2022.0,,
T0825,U091,08-10-2024,Income,Investment,29391.0,bank transfer,Delhi,Shopping,10,Tuesday,2024.0,,
T2876,U056,26-01-2022,Expense,Foodd,3202.0,Card,Mumbai,,1,Wednesday,2022.0,,
T5060,U074,16-04-2021,Expense,utilities,6224.0,UPI,Hyderabad,Fixed deposit,4,Friday,2021.0,,
T12213,U033,08-10-2021,Expense,Educaton,3305.0,cash,Pune,Medicine,10,Friday,2021.0,,
T5389,U096,30-09-2023,Expense,FOOD,2847.0,UPi,Bangalore,xyz123,9,Saturday,2023.0,,
T9109,U014,31-01-2023,Expense,Rent,35978.0,cash,,ATM withdrawal,1,Tuesday,2023.0,,
T3618,U036,20-05-2022,Expense,Foods,2051.0,card,chennai,asdfgh,5,Friday,2022.0,,
T13318,U008,11-02-2024,Expense,FOOD,2814.0,Csh,BAN,Train ticket,2,Sunday,2024.0,,
T2047,U126,28-11-2022,Income,Salary,22865.0,csh,,,11,Monday,2022.0,,
T7804,U118,02-05-2024,Income,Investment,20996.0,BankTransfer,Chennai,Electricity bill,5,Thursday,2024.0,,
T8057,U067,31-07-2021,Expense,uncategorized,1631.0,CRD,,Electricity bill,7,Saturday,2021.0,,
T6184,U126,11-07-2023,Expense,rent,8358.0,,delhi,Electricity bill,7,Tuesday,2023.0,,
T9075,U133,05-05-2021,Expense,RENT,4181.0,UPi,jaipur,Uber ride,5,Wednesday,2021.0,,
T2312,U059,07-01-2023,Expense,Traval,3721.0,CASH,LUCKNOW,Monthly rent payment,1,Saturday,2023.0,,
T10084,U089,14-08-2023,Income,Bonus,12254.0,Upi,Lucknow,Train ticket,8,Monday,2023.0,,
T0995,U088,11-07-2022,Income,Others,52079.0,Card,Mumbai,Fixed deposit,7,Monday,2022.0,,
T9982,U041,29-05-2024,Expense,Education,1446.0,,DEL,ATM withdrawal,5,Wednesday,2024.0,,
T5538,U007,10-08-2023,Income,Bonus,63645.0,,KOL,Movie tickets,8,Thursday,2023.0,,
T2931,U046,17-06-2022,Expense,Rnt,999999.0,bank transfer,BANGALORE,Train ticket,6,Friday,2022.0,,
T2224,U081,25-09-2021,Expense,FOOD,3335.0,CASH,HYD,test,9,Saturday,2021.0,,
T6698,U117,20-04-2023,Expense,Fod,9476.0,Crd,AHMEDABAD,Electricity bill,4,Thursday,2023.0,,
T0431,U150,01-03-2022,Expense,Rnt,7063.0,Upi,Bangalore,Online course,3,Tuesday,2022.0,,
T0303,U021,03-06-2024,Expense,Education,8934.0,UPI,Jaipur,,6,Monday,2024.0,,
T4408,U090,30-04-2023,Expense,Utility,314.0,CRD,Delhi,!!!,4,Sunday,2023.0,,
T8565,U066,11-07-2021,Expense,Entertainment,3384.0,CARD,CHE,,7,Sunday,2021.0,,
T3496,U139,23-07-2021,Expense,Food,4399.0,Bank Transfer,MUM,!!!,7,Friday,2021.0,,
T9875,U130,28-09-2021,Expense,RENT,8910.0,CRD,,Fixed deposit,9,Tuesday,2021.0,,
T7045,U022,21-10-2023,Expense,utilities,384.0,CRD,BANGALORE,ATM withdrawal,10,Saturday,2023.0,,
T8215,U115,16-09-2024,Expense,Fod,9138.0,card,LUCKNOW,EMI payment,9,Monday,2024.0,,
T12977,U084,14-03-2021,Expense,Entertain,367.0,Bank Transfer,CHENNAI,Coffee,3,Sunday,2021.0,,
T8760,U020,05-12-2024,Expense,travel,2329.0,upi,HYD,EMI payment,12,Thursday,2024.0,,
T12747,U066,05-07-2022,Income,Salary,13928.0,CRD,Mumbai,Books,7,Tuesday,2022.0,,
T11762,U002,21-09-2024,Expense,TRAVEL,7550.0,Upi,HYD,Train ticket,9,Saturday,2024.0,,
T7650,U117,27-01-2023,Expense,Fod,2779.0,upi,ahmedabad,Electricity bill,1,Friday,2023.0,,
T10803,U109,14-06-2023,Income,Bonus,12315.0,Card,,Gym membership,6,Wednesday,2023.0,,
T11688,U090,17-05-2022,Expense,Rnt,6365.0,CRD,AHMEDABAD,Fixed deposit,5,Tuesday,2022.0,,
T0649,U052,16-06-2021,Expense,FOOD,3918.0,CARD,AHM,Train ticket,6,Wednesday,2021.0,,
T5703,U055,09-11-2023,Expense,food,7845.0,Csh,lucknow,Lunch,11,Thursday,2023.0,,
T5182,U056,16-04-2021,Expense,Savings,7320.0,bank transfer,MUMBAI,ATM withdrawal,4,Friday,2021.0,,
T12874,U124,15-02-2023,Expense,entertainment,5791.0,,CHENNAI,EMI payment,2,Wednesday,2023.0,,
T3398,U015,07-08-2023,Expense,Rnt,2997.0,,,Doctor consultation,8,Monday,2023.0,,
T11997,U097,12-01-2022,Expense,Traval,5732.0,CRD,Mumbai,Grocery shopping,1,Wednesday,2022.0,,
T10379,U040,21-12-2024,Expense,Utility,6183.0,csh,Delhi,Electricity bill,12,Saturday,2024.0,,
T12946,U080,14-03-2023,Expense,utilities,419.0,UPI,CHENNAI,EMI payment,3,Tuesday,2023.0,,
T1880,U039,06-10-2024,Expense,Entrtnmnt,5107.0,CASH,lucknow,,10,Sunday,2024.0,,
T11756,U026,22-10-2023,Expense,FOOD,1532.0,Crd,CHE,,10,Sunday,2023.0,,
T6351,U098,18-02-2023,Expense,Fod,2673.0,upi,Jaipur,Monthly rent payment,2,Saturday,2023.0,,
T4674,U120,14-03-2023,Expense,RENT,7073.0,csh,bangalore,,3,Tuesday,2023.0,,
T3757,U009,01-10-2023,Expense,rent,7602.0,bank transfer,delhi,Gym membership,10,Sunday,2023.0,,
T9503,U025,28-03-2022,Expense,Foods,4633.0,Bank Transfr,,Fixed deposit,3,Monday,2022.0,,
T4733,U063,19-01-2021,Expense,uncategorized,7401.0,Cash,DELHI,,1,Tuesday,2021.0,,
T5143,U031,20-04-2021,Income,Investment,48926.0,CARD,Delhi,,4,Tuesday,2021.0,,
T4035,U088,18-10-2024,Expense,food,7355.0,upi,DEL,,10,Friday,2024.0,,
T8905,U115,28-10-2024,Expense,travel,9403.0,bank transfer,LUC,Movie tickets,10,Monday,2024.0,,
T10808,U064,20-08-2021,Expense,Travel,6878.0,CARD,DELHI,,8,Friday,2021.0,,
T5413,U024,11-12-2024,Expense,Rent,9497.0,upi,AHMEDABAD,test,12,Wednesday,2024.0,,
T1021,U117,13-02-2021,Expense,utilities,5351.0,Bank Transfr,Mumbai,Medicine,2,Saturday,2021.0,,
T13408,U061,15-09-2024,Expense,Rent,37160.0,card,Lucknow,,9,Sunday,2024.0,,
T10274,U111,17-03-2022,Expense,Traval,7111.0,Cash,Delhi,EMI payment,3,Thursday,2022.0,,
T6322,U143,08-03-2022,Expense,Entrtnmnt,3570.0,Bank_Transfer,KOL,Uber ride,3,Tuesday,2022.0,,
T6621,U025,29-12-2022,Expense,entertainment,2292.0,Csh,Ahmedabad,,12,Thursday,2022.0,,
T10830,U107,21-03-2024,Expense,Utilties,9814.0,CASH,LUCKNOW,,3,Thursday,2024.0,,
T13929,U090,26-11-2022,Expense,Rentt,6677.0,bank transfer,Ahmedabad,Uber ride,11,Saturday,2022.0,,
T10825,U074,31-10-2022,Expense,Foodd,-500.0,Crd,CHE,Online course,10,Monday,2022.0,,
T0957,U004,31-03-2024,Expense,Travel,7119.0,UPI,,Movie tickets,3,Sunday,2024.0,,
T3366,U133,23-04-2023,Expense,rent,7647.0,UPi,CHE,test,4,Sunday,2023.0,,
T4475,U139,17-05-2023,Expense,Food,4373.0,Crd,,asdfgh,5,Wednesday,2023.0,,
T5158,U021,04-08-2022,Expense,Fod,8183.0,CARD,Chennai,Internet bill,8,Thursday,2022.0,,
T3766,U077,22-05-2024,Expense,RENT,1215.0,Crd,MUM,...,5,Wednesday,2024.0,,
T8101,U059,21-07-2021,Expense,RENT,3888.0,cash,KOLKATA,,7,Wednesday,2021.0,,
T9118,U142,28-07-2022,Expense,Food,2130.0,CRD,LUCKNOW,,7,Thursday,2022.0,,
T12176,U130,17-12-2023,Expense,Fod,6016.0,Bank Transfer,Chennai,,12,Sunday,2023.0,,
T2770,U001,11-02-2024,Income,Salary,49068.0,Csh,mumbai,Lunch,2,Sunday,2024.0,,
T7663,U062,15-12-2023,Expense,food,7971.0,BankTransfer,BANGALORE,,12,Friday,2023.0,,
T2672,U072,04-09-2021,Expense,Fod,5083.0,upi,Delhi,Train ticket,9,Saturday,2021.0,,
T3934,U070,15-02-2024,Expense,Utilities,114.0,csh,ahmedabad,Train ticket,2,Thursday,2024.0,,
T11730,U128,11-02-2023,Expense,food,3287.0,Cash,chennai,ATM withdrawal,2,Saturday,2023.0,,
T3569,U130,24-10-2022,Expense,TRAVEL,7211.0,Cash,JAI,Gym membership,10,Monday,2022.0,,
T7590,U070,17-01-2024,Expense,Traval,1134.0,,jaipur,,1,Wednesday,2024.0,,
T6073,U104,27-11-2023,Expense,Foodd,79.0,UPi,bangalore,asdfgh,11,Monday,2023.0,,
T7162,U079,08-10-2022,Expense,travel,7244.0,cash,Lucknow,,10,Saturday,2022.0,,
T6925,U077,06-01-2021,Income,Bonus,49741.0,card,kolkata,Gym membership,1,Wednesday,2021.0,,
T11158,U127,11-03-2024,Income,Bonus,37975.0,Card,DEL,...,3,Monday,2024.0,,
T8984,U073,22-09-2022,Expense,Rent,29405.0,bank transfer,ahmedabad,Electricity bill,9,Thursday,2022.0,,
T2608,U084,17-03-2023,Expense,food,3746.0,Upi,MUM,Books,3,Friday,2023.0,,
T5882,U139,17-01-2021,Income,Bonus,37741.0,UPI,Bangalore,Monthly rent payment,1,Sunday,2021.0,,
T10232,U068,23-08-2022,Income,Others,55339.0,Bank Transfer,AHMEDABAD,Shopping,8,Tuesday,2022.0,,
T9407,U072,23-01-2021,Expense,Travel,3681.0,UPi,pune,Online course,1,Saturday,2021.0,,
T13776,U131,12-11-2024,Income,Bonus,17251.0,upi,,asdfgh,11,Tuesday,2024.0,,
T7307,U074,02-01-2023,Expense,travel,8150.0,upi,,Coffee,1,Monday,2023.0,,
T3219,U128,03-02-2021,Expense,Utlities,1095.0,CASH,Bangalore,Coffee,2,Wednesday,2021.0,,
T8935,U061,06-01-2024,Income,Bonus,42468.0,Bank Transfr,,Lunch,1,Saturday,2024.0,,
T0468,U030,17-08-2021,Expense,Utilities,2187.0,Csh,,xyz123,8,Tuesday,2021.0,,
T7361,U059,23-05-2022,Expense,RENT,9302.0,CARD,Hyderabad,Electricity bill,5,Monday,2022.0,,
T3661,U063,23-07-2023,Expense,Entrtnmnt,511.0,Bank Transfr,CHE,Internet bill,7,Sunday,2023.0,,
T13260,U063,27-02-2023,Expense,Rentt,48417.0,Upi,HYDERABAD,Doctor consultation,2,Monday,2023.0,,
T9163,U042,07-03-2023,Expense,Rentt,22748.0,CRD,LUCKNOW,,3,Tuesday,2023.0,,
T9139,U021,15-04-2023,Expense,travel,3917.0,Crd,Pune,Restaurant dinner,4,Saturday,2023.0,,
T6284,U134,20-10-2021,Expense,Entertain,3438.0,,HYDERABAD,asdfgh,10,Wednesday,2021.0,,
T5300,U023,13-12-2021,Expense,Utlities,2342.0,csh,LUCKNOW,Coffee,12,Monday,2021.0,,
T5085,U141,12-12-2021,Expense,entertainment,8622.0,csh,Kolkata,Doctor consultation,12,Sunday,2021.0,,
T11266,U009,30-03-2022,Expense,Travel,1745.0,Cash,Lucknow,asdfgh,3,Wednesday,2022.0,,
T9448,U014,06-01-2022,Expense,Rentt,45085.0,upi,MUMBAI,Grocery shopping,1,Thursday,2022.0,,
T11668,U143,18-03-2021,Expense,Food,231.0,Upi,jaipur,Uber ride,3,Thursday,2021.0,,
T6735,U128,03-05-2022,Expense,Entertain,5138.0,CARD,MUM,Train ticket,5,Tuesday,2022.0,,
T6780,U132,03-06-2022,Expense,health,5612.0,Bank Transfer,Bangalore,Electricity bill,6,Friday,2022.0,,
T1391,U123,17-01-2021,Expense,utilities,3532.0,bank transfer,,Restaurant dinner,1,Sunday,2021.0,,
T7646,U038,30-08-2024,Expense,TRAVEL,2825.0,card,chennai,EMI payment,8,Friday,2024.0,,
T6744,U003,14-05-2023,Income,Investment,57294.0,Cash,MUM,Internet bill,5,Sunday,2023.0,,
T13328,U098,28-02-2022,Income,Others,19017.0,BankTransfer,lucknow,Doctor consultation,2,Monday,2022.0,,
T7488,U134,24-05-2021,Expense,Foodd,1350.0,bank transfer,Ahmedabad,EMI payment,5,Monday,2021.0,,
T2216,U071,01-06-2022,Expense,TRAVEL,3803.0,BankTransfer,MUMBAI,EMI payment,6,Wednesday,2022.0,,
T0456,U010,12-09-2021,Expense,EDU,5811.0,CASH,CHE,Internet bill,9,Sunday,2021.0,,
T11617,U082,11-03-2024,Expense,Traval,3319.0,Bank Transfer,MUM,ATM withdrawal,3,Monday,2024.0,,
T3777,U134,10-01-2022,Expense,Rent,20778.0,bank transfer,KOLKATA,,1,Monday,2022.0,,
T0249,U034,16-12-2021,Expense,Utlities,7754.0,Bank Transfr,JAIPUR,Train ticket,12,Thursday,2021.0,,
T6589,U031,20-11-2023,Expense,entertainment,9869.0,card,Hyderabad,Medicine,11,Monday,2023.0,,
T9391,U085,26-11-2023,Income,Bonus,75385.0,Crd,pune,test,11,Sunday,2023.0,,
T2632,U086,24-03-2022,Expense,Foodd,4341.0,UPi,KOL,Shopping,3,Thursday,2022.0,,
T0368,U042,17-07-2024,Expense,Food,706.0,bank transfer,DELHI,Petrol,7,Wednesday,2024.0,,
T8666,U085,23-09-2023,Expense,FOOD,6456.0,Card,kolkata,Doctor consultation,9,Saturday,2023.0,,
T12912,U084,03-01-2022,Expense,Utilities,1153.0,UPI,Mumbai,,1,Monday,2022.0,,
T11475,U121,10-09-2023,Expense,Education,4266.0,card,PUN,Movie tickets,9,Sunday,2023.0,,
T2525,U004,21-02-2024,Income,Bonus,35494.0,Csh,Lucknow,Train ticket,2,Wednesday,2024.0,,
T11392,U026,02-03-2024,Expense,rent,999999.0,Crd,Ahmedabad,,3,Saturday,2024.0,,
T13077,U136,17-04-2024,Expense,food,7341.0,UPi,KOL,Electricity bill,4,Wednesday,2024.0,,
T4074,U072,17-03-2022,Expense,FOOD,999999.0,Crd,Hyderabad,,3,Thursday,2022.0,,
T7399,U076,30-11-2024,Expense,Rentt,49775.0,CRD,,Gym membership,11,Saturday,2024.0,,
T4286,U012,22-07-2021,Expense,Food,1504.0,Card,Lucknow,!!!,7,Thursday,2021.0,,
T12723,U087,30-03-2022,Income,Salary,39198.0,Bank Transfer,delhi,,3,Wednesday,2022.0,,
T3942,U059,28-04-2022,Income,Freelance,20997.0,Cash,mumbai,,4,Thursday,2022.0,,
T11905,U142,28-04-2022,Expense,utilities,8453.0,Csh,JAI,test,4,Thursday,2022.0,,
T9694,U068,30-12-2024,Income,Bonus,78318.0,bank transfer,JAIPUR,Doctor consultation,12,Monday,2024.0,,
T0944,U013,29-03-2023,Expense,Other,7626.0,Bank Transfr,JAI,,3,Wednesday,2023.0,,
T10254,U030,05-07-2024,Income,Others,13374.0,,Ahmedabad,Coffee,7,Friday,2024.0,,
T4460,U121,11-02-2023,Expense,rent,8287.0,csh,KOL,,2,Saturday,2023.0,,
T0631,U007,31-05-2024,Expense,TRAVEL,9916.0,CARD,chennai,EMI payment,5,Friday,2024.0,,
T5794,U029,16-12-2021,Expense,utilities,3097.0,Bank Transfer,DELHI,Doctor consultation,12,Thursday,2021.0,,
T13547,U042,29-08-2021,Expense,Foodd,1498.0,BankTransfer,PUNE,xyz123,8,Sunday,2021.0,,
T13437,U065,18-04-2023,Income,Salary,14309.0,,chennai,,4,Tuesday,2023.0,,
T2682,U001,08-10-2022,Expense,others,9440.0,CRD,PUN,Grocery shopping,10,Saturday,2022.0,,
